judet,localitate,strada,zip
Maramureș,Dămăcuşeni,,435604
Maramureș,Dobricu Lăpuşului,,435605
Maramureș,Dumbrava,,435606
Maramureș,Fântânele,,435607
Maramureș,Groape,,435608
Maramureș,Inău,,435609
Maramureș,Răzoare,,435610
Maramureș,Rogoz,,435611
Maramureș,Rohia,,435612
Maramureș,Stoiceni,,435613
Maramureș,Târgu Lăpuş,,435600
Maramureș,Băiţa,,437346
Maramureș,Bozânta Mare,,437347
Maramureș,Buşag,,437348
Maramureș,Merişor,,437349
Maramureș,Nistru,,437351
Maramureș,Tautii-Magheraus,,437345
Maramureș,Ulmoasa,,437352
Maramureș,Arduzel,,437356
Maramureș,Chelinţa,,437357
Maramureș,Mânău,,437358
Maramureș,Someş-Uileac,,437359
Maramureș,Ticau,,437362
Maramureș,Tohat,,437361
Maramureș,Ulmeni,,437355
Maramureș,Vicea,,437363
Maramureș,Vadu Izei,,437365
Maramureș,Valea Stejarului,,437366
Maramureș,Curtuiuşu Mare,,437371
Maramureș,Duruşa,,437372
Maramureș,Fericea,,437373
Maramureș,Mesteacăn,,437374
Maramureș,Valea Chioarului,,437370
Maramureș,Vărai,,437376
Maramureș,Aspra,,437381
Maramureș,Dealu Corbului,,437382
Maramureș,Jugăstreni,,437383
Maramureș,Peteritea,,437384
Maramureș,Sălniţa,,437386
Maramureș,Vima Mare,,437387
Maramureș,Vima Mică,,437380
Maramureș,Vişeu de Jos,,437390
Maramureș,Vişeu de Mijloc,,435701
Maramureș,Vişeu de Sus,,435700
Sălaj,Agrij,,457005
Sălaj,Răstolţu Deşert,,457006
Sălaj,Almaşu,,457010
Sălaj,Băbiu,,457011
Sălaj,Cutiş,,457012
Sălaj,Jebucu,,457013
Sălaj,Mesteacănu,,457014
Sălaj,Petrinzel,,457016
Sălaj,Sfăraş,,457017
Sălaj,Stana,,457018
Sălaj,Ţăudu,,457019
Sălaj,Băbeni,,457020
Sălaj,Ciocmani,,457021
Sălaj,Cliţ,,457022
Sălaj,Piroşa,,457023
Sălaj,Poieniţa,,457024
Sălaj,Bălan,,457025
Sălaj,Chechiş,,457026
Sălaj,Chendrea,,457027
Sălaj,Gâlgău Almaşului,,457029
Sălaj,Gălpâia,,457028
Sălaj,Ban,,457031
Sălaj,Bănișor,,457030
Sălaj,Peceiu,,457032
Sălaj,Aluniş,,457036
Sălaj,Benesat,,457035
Sălaj,Biuşa,,457037
Sălaj,Bobota,,457040
Sălaj,Derşida,,457041
Sălaj,Zalnoc,,457042
Sălaj,Bocşa,,457045
Sălaj,Borla,,457046
Sălaj,Câmpia,,457047
Sălaj,Sălăjeni,,457048
Sălaj,Boghiş,,457262
Sălaj,Bozieş,,457263
Sălaj,Bodia,,457051
Sălaj,Bogdana,,457052
Sălaj,Buciumi,,457050
Sălaj,Huta,,457053
Sălaj,Răstolţ,,457054
Sălaj,Sângeorgiu de Meseş,,457056
Sălaj,Camăr,,457060
Sălaj,Pădureni,,457061
Sălaj,Carastelec,,457065
Sălaj,Dumuslău,,457066
Sălaj,Cehu Silvaniei,,455100
Sălaj,Horoatu Cehului,,455101
Sălaj,Motiş,,455102
Sălaj,Nadiş,,455103
Sălaj,Ulciug,,455104
Sălaj,Chieşd,,457070
Sălaj,Colonia Sighetu Silvaniei,,457071
Sălaj,Sighetu Silvaniei,,457072
Sălaj,Cizer,,457075
Sălaj,Plesca,,457076
Sălaj,Pria,,457077
Sălaj,Archid,,457081
Sălaj,Chilioara,,457082
Sălaj,Coşeiu,,457080
Sălaj,Crasna,,457085
Sălaj,Huseni,,457086
Sălaj,Marin,,457087
Sălaj,Ratin,,457088
Sălaj,Borza,,457091
Sălaj,Brebi,,457092
Sălaj,Brusturi,,457093
Sălaj,Ciglean,,457094
Sălaj,Creaca,,457090
Sălaj,Jac,,457096
Sălaj,Lupoaia,,457097
Sălaj,Prodăneşti,,457098
Sălaj,Viile Jacului,,457099
Sălaj,Crişeni,,457105
Sălaj,Cristur-Crişeni,,457106
Sălaj,Gârceiu,,457107
Sălaj,Cristolţ,,457100
Sălaj,Muncel,,457101
Sălaj,Poiana Onţii,,457102
Sălaj,Văleni,,457103
Sălaj,Cubleşu,,457111
Sălaj,Cuzăplac,,457110
Sălaj,Gălăşeni,,457112
Sălaj,Mierţa,,457113
Sălaj,Petrindu,,457114
Sălaj,Ruginoasa,,457116
Sălaj,Stoboru,,457117
Sălaj,Tămaşa,,457118
Sălaj,Deleni,,457121
Sălaj,Doba,,457122
Sălaj,Dobrin,,457120
Sălaj,Naimon,,457123
Sălaj,Sâncraiu Silvaniei,,457124
Sălaj,Verveghiu,,457126
Sălaj,Adalin,,457131
Sălaj,Dragu,,457130
Sălaj,Fântânele,,457132
Sălaj,Ugruţiu,,457133
Sălaj,Voivodeni,,457134
Sălaj,Fildu de Jos,,457135
Sălaj,Fildu de Mijloc,,457136
Sălaj,Fildu de Sus,,457137
Sălaj,Tetişu,,457138
Sălaj,Bârsău Mare,,457141
Sălaj,Căpâlna,,457142
Sălaj,Chizeni,,457143
Sălaj,Dobrocina,,457144
Sălaj,Fodora,,457146
Sălaj,Frâncenii de Piatră,,457147
Sălaj,Gâlgău,,457140
Sălaj,Glod,,457148
Sălaj,Gura Vlădesei,,457149
Sălaj,Bezded,,457151
Sălaj,Călacea,,457152
Sălaj,Cernuc,,457153
Sălaj,Fabrica,,457154
Sălaj,Gârbou,,457150
Sălaj,Popteleac,,457156
Sălaj,Solomon,,457157
Sălaj,Aleuş,,457161
Sălaj,Cerişa,,457162
Sălaj,Drighiu,,457163
Sălaj,Fufez,,457164
Sălaj,Halmăşd,,457160
Sălaj,Badon,,457166
Sălaj,Bocşiţa,,457167
Sălaj,Dioşod,,457168
Sălaj,Guruslău,,457169
Sălaj,Hereclean,,457165
Sălaj,Panic,,457171
Sălaj,Baica,,457176
Sălaj,Hida,,457175
Sălaj,Miluani,,457177
Sălaj,Păduriş,,457178
Sălaj,Racâş,,457179
Sălaj,Sânpetru Almaşului,,457181
Sălaj,Stupini,,457182
Sălaj,Trestia,,457183
Sălaj,Horoatu Crasnei,,457185
Sălaj,Hurez,,457186
Sălaj,Şeredeiu,,457188
Sălaj,Stârciu,,457187
Sălaj,Bârsăuţa,,457191
Sălaj,Bizuşa-Băi,,457192
Sălaj,Dăbiceni,,457193
Sălaj,Dolheni,,457194
Sălaj,Ileanda,,457190
Sălaj,Luminişu,,457196
Sălaj,Măleni,,457197
Sălaj,Negreni,,457198
Sălaj,Perii Vadului,,457199
Sălaj,Podişu,,457201
Sălaj,Răstoci,,457202
Sălaj,Rogna,,457203
Sălaj,Şasa,,457204
Sălaj,Cosniciu de Jos,,457211
Sălaj,Cosniciu de Sus,,457212
Sălaj,Ip,,457210
Sălaj,Zăuan,,457213
Sălaj,Zăuan-Băi,,457214
Sălaj,Cuceu,,455201
Sălaj,Husia,,455202
Sălaj,Jibou,,455200
Sălaj,Rona,,455203
Sălaj,Var,,455204
Sălaj,Ciula,,457216
Sălaj,Cozla,,457217
Sălaj,Cuciulat,,457218
Sălaj,Lemniu,,457219
Sălaj,Letca,,457215
Sălaj,Purcăreţ,,457221
Sălaj,Şoimuşeni,,457222
Sălaj,Topliţa,,457223
Sălaj,Vălişoara,,457224
Sălaj,Cormeniş,,457226
Sălaj,Lozna,,457225
Sălaj,Preluci,,457227
Sălaj,Valea Leşului,,457228
Sălaj,Valea Loznei,,457229
Sălaj,Criştelec,,457236
Sălaj,Doh,,457237
Sălaj,Giurtelecu Şimleului,,457238
Sălaj,Măerişte,,457235
Sălaj,Mălădia,,457239
Sălaj,Uileacu Şimleului,,457241
Sălaj,Leşmir,,457231
Sălaj,Marca,,457230
Sălaj,Marca-Huta,,457232
Sălaj,Porţ,,457233
Sălaj,Şumal,,457234
Sălaj,Aghireş,,457246
Sălaj,Fetindia,,457247
Sălaj,Meseşenii de Jos,,457245
Sălaj,Meseşenii de Sus,,457248
Sălaj,Firminiş,,457251
Sălaj,Mirşid,,457250
Sălaj,Moigrad-Porolissum,,457252
Sălaj,Popeni,,457253
Sălaj,Cheud,,457256
Sălaj,Năpradea,,457255
Sălaj,Someş-Guruslău,,457257
Sălaj,Traniş,,457258
Sălaj,Vădurele,,457259
Sălaj,Bilghez,,457261
Sălaj,Nuşfalău,,457260
Sălaj,Bădăcin,,457266
Sălaj,Pericei,,457265
Sălaj,Periceiu Mic,,457267
Sălaj,Sici,,457268
Sălaj,Făgetu,,457271
Sălaj,Iaz,,457272
Sălaj,Plopiş,,457270
Sălaj,Fălcuşa,,457276
Sălaj,Gostila,,457277
Sălaj,Măgura,,457278
Sălaj,Poiana Blenchii,,457275
Sălaj,Chichişa,,457281
Sălaj,Ciumărna,,457282
Sălaj,Păuşa,,457283
Sălaj,Poarta Sălajului,,457284
Sălaj,Românaşi,,457280
Sălaj,Romita,,457286
Sălaj,Buzaş,,457291
Sălaj,Fântânele-Rus,,457292
Sălaj,Rus,,457290
Sălaj,Fizeş,,457301
Sălaj,Mal,,457302
Sălaj,Sâg,,457300
Sălaj,Sârbi,,457303
Sălaj,Tusa,,457304
Sălaj,Bulgari,,457296
Sălaj,Deja,,457297
Sălaj,Mineu,,457298
Sălaj,Noţig,,457299
Sălaj,Sălăţig,,457295
Sălaj,Şamşud,,457325
Sălaj,Valea Pomilor,,457326
Sălaj,Bercea,,457306
Sălaj,Sânmihaiu Almaşului,,457305
Sălaj,Sântă Măria,,457307
Sălaj,Ilişua,,457331
Sălaj,Lompirt,,457332
Sălaj,Moiad,,457333
Sălaj,Poiana Măgura,,457334
Sălaj,Sărmăşag,,457330
Sălaj,Ţărmure,,457336
Sălaj,Hăşmaş,,457293
Sălaj,Şimişna,,457294
Sălaj,Bic,,455301
Sălaj,Cehei,,455302
Sălaj,Pusta,,455303
Sălaj,Şimleu Silvaniei,,455300
Sălaj,Bârsa,,457311
Sălaj,Domnin,,457312
Sălaj,Inău,,457313
Sălaj,Şoimuş,,457314
Sălaj,Someş-Odorhei,,457310
Sălaj,Brâglez,,457316
Sălaj,Cristolţel,,457317
Sălaj,Solona,,457318
Sălaj,Surduc,,457315
Sălaj,Teştioara,,457319
Sălaj,Tihău,,457321
Sălaj,Turbuţa,,457322
Sălaj,Bozna,,457341
Sălaj,Treznea,,457340
Sălaj,Lazuri,,457346
Sălaj,Preoteasa,,457347
Sălaj,Ratovei,,457348
Sălaj,Sub Cetate,,457349
Sălaj,Valcău de Jos,,457345
Sălaj,Valcău de Sus,,457351
Sălaj,Recea,,457356
Sălaj,Recea Mică,,457357
Sălaj,Vârşolţ,,457355
Sălaj,Ortelec,,450001
Sălaj,Stana,,450002
Sălaj,Zalău,Stradă Saguna Andrei,450006
Sălaj,Zalău,Stradă Noua,450007
Sălaj,Zalău,Stradă Rebreanu Liviu,450007
Sălaj,Zalău,Stradă Coposu Corneliu,450008
Sălaj,Zalău,Stradă 1 Mai,450009
Sălaj,Zalău,Stradă Endre Ady,450009
Sălaj,Zalău,Stradă Kossuth,450010
Sălaj,Zalău,Stradă Lazar Gheorghe,450010
Sălaj,Zalău,Stradă Crangului,450011
Sălaj,Zalău,Stradă Sarmas,450011
Sălaj,Zalău,Bulevard Mihai Viteazul,450015
Sălaj,Zalău,Piata Maniu Iuliu,450016
Sălaj,Zalău,Stradă Doja Gheorghe,450017
Sălaj,Zalău,Stradă Eminescu Mihai,450017
Sălaj,Zalău,Stradă Coposu Corneliu,450018
Sălaj,Zalău,Stradă Olarilor,450019
Sălaj,Zalău,Stradă Pomilor,450020
Sălaj,Zalău,Stradă Baii,450021
Sălaj,Zalău,Bulevard Mihai Viteazul,450025
Sălaj,Zalău,Stradă Vladimirescu Tudor,450026
Sălaj,Zalău,Stradă Cerbului,450030
Sălaj,Zalău,Stradă 22 Decembrie 1989,450031
Sălaj,Zalău,Stradă Stanei,450031
Sălaj,Zalău,Stradă Dobrogeanu Gherea,450032
Sălaj,Zalău,Stradă Nagy Buday ântal,450032
Sălaj,Zalău,Stradă Balcescu Nicolae,450033
Sălaj,Zalău,Stradă Oborului,450033
Sălaj,Zalău,Stradă Merilor,450034
Sălaj,Zalău,Stradă Morii,450035
Sălaj,Zalău,Stradă Padurii,450036
Sălaj,Zalău,Stradă Doja Gheorghe,450040
Sălaj,Zalău,Piata 1 Decembrie 1918,450041
Sălaj,Zalău,Stradă Titulescu Nicolae,450042
Sălaj,Zalău,Stradă Unirii,450042
Sălaj,Zalău,Stradă Barbu Ion,450043
Sălaj,Zalău,Stradă Closca,450043
Sălaj,Zalău,Stradă Cosbuc George,450043
Sălaj,Zalău,Stradă Crinului,450043
Sălaj,Zalău,Stradă Jozsef Salamon,450043
Sălaj,Zalău,Stradă Alunului,450044
Sălaj,Zalău,Stradă Mango Ioan,450044
Sălaj,Zalău,Stradă Margineanu Dumitru,450044
Sălaj,Zalău,Stradă Decebal,450045
Sălaj,Zalău,Stradă Ghergariu Leontin,450045
Sălaj,Zalău,Stradă Parcului,450045
Sălaj,Zalău,Stradă Bradetului,450046
Sălaj,Zalău,Stradă Caprioarei,450046
Sălaj,Zalău,Stradă Cerbului,450046
Sălaj,Zalău,Stradă 9 Mai,450050
Sălaj,Zalău,Stradă Crisan,450051
Sălaj,Zalău,Stradă Cosbuc George,450052
Sălaj,Zalău,Stradă Closca,450053
Sălaj,Zalău,Stradă Visinilor,450054
Sălaj,Zalău,Piata 1 Decembrie 1918,450058
Sălaj,Zalău,Stradă Unirii,450059
Sălaj,Zalău,Stradă 9 Mai,450060
Sălaj,Zalău,Stradă Crisan,450061
Sălaj,Zalău,Bulevard Mihai Viteazul,450062
Sălaj,Zalău,Bulevard Mihai Viteazul,450066
Sălaj,Zalău,Stradă Vladimirescu Tudor,450067
Sălaj,Zalău,Alee Nazuintei,450068
Sălaj,Zalău,Stradă Armoniei,450069
Sălaj,Zalău,Stradă Saguna Andrei,450070
Sălaj,Zalău,Stradă Fabricii,450074
Sălaj,Zalău,Stradă Vladimirescu Tudor,450075
Sălaj,Zalău,"Stradă Moldoveanu Teofil, locotenent colonel",450076
Sălaj,Zalău,Stradă Sarmas,450077
Sălaj,Zalău,Stradă Fabricii,450081
Sălaj,Zalău,Stradă Garii,450082
Sălaj,Zalău,Alee Astrei,450083
Sălaj,Zalău,Alee Kiss Kâroly,450084
Sălaj,Zalău,Alee Tobosarilor,450085
Sălaj,Zalău,Stradă Sfanta Vineri,450086
Sălaj,Zalău,Bulevard Mihai Viteazul,450090
Sălaj,Zalău,Stradă Vladimirescu Tudor,450091
Sălaj,Zalău,Stradă Pacii,450092
Sălaj,Zalău,Alee Nazuintei,450093
Sălaj,Zalău,Stradă Armoniei,450097
Sălaj,Zalău,Alee Ritmului,450098
Sălaj,Zalău,Bulevard Mihai Viteazul,450099
Sălaj,Zalău,Stradă Sfanta Vineri,450103
Sălaj,Zalău,Stradă Barnutiu Simion,450104
Sălaj,Zalău,Stradă Barnutiu Simion,450108
Sălaj,Zalău,Stradă Meteorologiei,450109
Sălaj,Zalău,Stradă Dumbravita,450110
Sălaj,Zalău,Stradă Pietris,450111
Sălaj,Zalău,Stradă Dumbrava I,450112
Sălaj,Zalău,Stradă Barnutiu Simion,450116
Sălaj,Zalău,Stradă Dumbrava II,450117
Sălaj,Zalău,Alee Torentului,450118
Sălaj,Zalău,"Stradă Dragalina, general",450122
Sălaj,Zalău,Stradă Barnutiu Simion,450123
Sălaj,Zalău,Stradă Coroianu Iuliu,450124
Sălaj,Zalău,Alee Barbulovici Alimpiu,450125
Sălaj,Zalău,Stradă Barnutiu Simion,450129
Sălaj,Zalău,Stradă Gelu Voevod,450130
Sălaj,Zalău,"Stradă Pretorian, locotenent-colonel",450131
Sălaj,Zalău,"Stradă Dragalina, general",450135
Sălaj,Zalău,Stradă Gelu Voevod,450136
Sălaj,Zalău,Stradă Deleu Victor,450137
Sălaj,Zalău,Stradă Coposu Corneliu,450141
Sălaj,Zalău,"Stradă Sima Ioan, pictor",450142
Sălaj,Zalău,Stradă Avram Iancu,450143
Sălaj,Zalău,Stradă Lacului,450144
Sălaj,Zalău,Stradă Tipografilor,450145
Sălaj,Zalău,Stradă Padurii,450146
Sălaj,Zalău,Stradă Paraului,450147
Sălaj,Zalău,Stradă Doja Gheorghe,450151
Sălaj,Zalău,Stradă Trandafirilor,450152
Sălaj,Zalău,Stradă Dacia,450153
Sălaj,Zalău,Stradă Hasdeu Petriceicu Bogdan,450154
Sălaj,Zalău,Stradă Avram Iancu,450155
Sălaj,Zalău,"Stradă Sima Ioan, pictor",450159
Sălaj,Zalău,Stradă Doja Gheorghe,450160
Sălaj,Zalău,Alee Dealului,450161
Sălaj,Zalău,Stradă Vanatorilor,450161
Sălaj,Zalău,Stradă Hasdeu Petriceicu Bogdan,450162
Sălaj,Zalău,Stradă Stadionului,450162
Sălaj,Zalău,Stradă Ciocarliei,450163
Sălaj,Zalău,Stradă Meses,450164
Sălaj,Zalău,Stradă Republicii,450164
Sălaj,Zalău,O.P. Zalau 1,450170
Sălaj,Zalău,Gh.P. Ghiseu 1 - Zalau 1,450180
Sălaj,Zalău,O.P. Zalau 2,450190
Sălaj,Zalău,O.P. Zalau 3,450200
Sălaj,Zalău,O.P. Zalau 4,450210
Sălaj,Zalău,O.P.D.C. Zalau,450220
Sălaj,Zalău,O.P.R.M. Zalau,450230
Sălaj,Ceaca,,457361
Sălaj,Ciureni,,457362
Sălaj,Valea Ciurenilor,,457363
Sălaj,Valea Hranei,,457364
Sălaj,Valea Lungă,,457366
Sălaj,Vârteşca,,457367
Sălaj,Zalha,,457360
Sălaj,Chendremal,,457371
Sălaj,Dolu,,457372
Sălaj,Sâncraiu Almaşului,,457373
Sălaj,Sutoru,,457374
Sălaj,Zimbor,,457370
Satu Mare,Acâş,,447005
Satu Mare,Ganaş,,447006
Satu Mare,Mihăieni,,447007
Satu Mare,Unimăt,,447008
Satu Mare,Agriş,,447066
Satu Mare,Ciuperceni,,447067
Satu Mare,Andrid,,447010
Satu Mare,Dindeşti,,447011
Satu Mare,Irina,,447012
Satu Mare,Apa,,447015
Satu Mare,Lunca Apei,,447016
Satu Mare,Someşeni,,447017
Satu Mare,Ardud,,447020
Satu Mare,Ardud-VII,,447021
Satu Mare,Baba Novac,,447022
Satu Mare,Gerăuşa,,447023
Satu Mare,Mădăraş,,447024
Satu Mare,Sărătura,,447026
Satu Mare,Bârsău,,447035
Satu Mare,Bârsău de Jos,,447036
Satu Mare,Bârsău de Sus,,447037
Satu Mare,Bătarci,,447030
Satu Mare,Comlăuşa,,447031
Satu Mare,Şirlău,,447032
Satu Mare,Tămăşeni,,447033
Satu Mare,Beltiug,,447040
Satu Mare,Bolda,,447041
Satu Mare,Ghirişa,,447042
Satu Mare,Giungi,,447043
Satu Mare,Răţesţi,,447044
Satu Mare,Şandra,,447046
Satu Mare,Berveni,,447050
Satu Mare,Lucăceni,,447051
Satu Mare,Bixad,,447055
Satu Mare,Boineşti,,447056
Satu Mare,Trip,,447057
Satu Mare,Babţa,,447061
Satu Mare,Bogdand,,447060
Satu Mare,Corund,,447062
Satu Mare,Ser,,447063
Satu Mare,Botiz,,447065
Satu Mare,Călineşti-Oaş,,447070
Satu Mare,Coca,,447071
Satu Mare,Lechinţa,,447072
Satu Mare,Păşunea Mare,,447073
Satu Mare,Cămărzana,,447075
Satu Mare,Cămin,,447081
Satu Mare,Căpleni,,447080
Satu Mare,Carei,,445100
Satu Mare,Ianculeşti,,445101
Satu Mare,Ady Endre,,447086
Satu Mare,Căuaş,,447085
Satu Mare,Ghenci,,447087
Satu Mare,Ghileşti,,447088
Satu Mare,Hotoan,,447089
Satu Mare,Răduleşti,,447091
Satu Mare,Cehal,,447095
Satu Mare,Cehăluţ,,447096
Satu Mare,Orbău,,447097
Satu Mare,Certeze,,447100
Satu Mare,Huta-Certeze,,447101
Satu Mare,Moişeni,,447102
Satu Mare,Berea,,447261
Satu Mare,Ciumeşti,,447262
Satu Mare,Viişoara,,447266
Satu Mare,Craidorolţ,,447105
Satu Mare,Crişeni,,447106
Satu Mare,Eriu-Sâncrai,,447107
Satu Mare,Satu Mic,,447108
Satu Mare,Ţeghea,,447109
Satu Mare,Crucişor,,447110
Satu Mare,Iegherişte,,447111
Satu Mare,Poiana Codrului,,447112
Satu Mare,Apateu,,447116
Satu Mare,Cărăşeu,,447117
Satu Mare,Corod,,447118
Satu Mare,Culciu,,447115
Satu Mare,Culciu Mare,,447119
Satu Mare,Culciu Mic,,447121
Satu Mare,Lipău,,447122
Satu Mare,Boghiş,,447126
Satu Mare,Dacia,,447127
Satu Mare,Doba,,447125
Satu Mare,Paulian,,447128
Satu Mare,Traian,,447129
Satu Mare,Atea,,447131
Satu Mare,Dara,,447132
Satu Mare,Dorolţ,,447130
Satu Mare,Petea,,447133
Satu Mare,Foieni,,447135
Satu Mare,Gherţa Mică,,447140
Satu Mare,Băbeşti,,447146
Satu Mare,Dobolţ,,447148
Satu Mare,Halmeu,,447145
Satu Mare,Halmeu-VII,,447149
Satu Mare,Mesteacăn,,447151
Satu Mare,Giurtelecu Hododului,,447156
Satu Mare,Hodod,,447155
Satu Mare,Lelei,,447157
Satu Mare,Nadişu Hododului,,447158
Satu Mare,Chilia,,447161
Satu Mare,Homoroade,,447160
Satu Mare,Homorodu de Jos,,447162
Satu Mare,Homorodu de Mijloc,,447163
Satu Mare,Homorodu de Sus,,447164
Satu Mare,Necopoi,,447166
Satu Mare,Solduba,,447167
Satu Mare,Bercu,,447171
Satu Mare,Lazuri,,447170
Satu Mare,Nisipeni,,447172
Satu Mare,Noroieni,,447173
Satu Mare,Peleş,,447174
Satu Mare,Pelişor,,447176
Satu Mare,Adrian,,447181
Satu Mare,Dumbrava,,447182
Satu Mare,Livada,,447180
Satu Mare,Livada Mică,,447183
Satu Mare,Băbăşeşti,,447186
Satu Mare,Iojib,,447187
Satu Mare,Medieş-Râturi,,447188
Satu Mare,Medieş-VII,,447189
Satu Mare,Medieşu Aurit,,447185
Satu Mare,Potău,,447191
Satu Mare,Româneşti,,447192
Satu Mare,Bercu Nou,,447196
Satu Mare,Micula,,447195
Satu Mare,Micula Nouă,,447197
Satu Mare,Domăneşti,,447201
Satu Mare,Ghilvaci,,447202
Satu Mare,Ghirolt,,447203
Satu Mare,Istrău,,447204
Satu Mare,Moftin,,447200
Satu Mare,Moftinu Mare,,447206
Satu Mare,Moftinu Mic,,447207
Satu Mare,Sânmiclăuş,,447208
Satu Mare,Luna,,445201
Satu Mare,Negreşti-Oaş,,445200
Satu Mare,Tur,,445202
Satu Mare,Berindan,,447211
Satu Mare,Cucu,,447212
Satu Mare,Eteni,,447213
Satu Mare,Mărtineşti,,447214
Satu Mare,Odoreu,,447210
Satu Mare,Vânătoreşti,,447216
Satu Mare,Oraşu Nou,,447220
Satu Mare,Oraşu Nou-VII,,447221
Satu Mare,Prilog,,447222
Satu Mare,Prilog-VII,,447223
Satu Mare,Remetea Oaşului,,447227
Satu Mare,Amaţi,,447231
Satu Mare,Ambud,,447232
Satu Mare,Hrip,,447233
Satu Mare,Păuleşti,,447230
Satu Mare,Petin,,447234
Satu Mare,Ruşeni,,447236
Satu Mare,Dindestiu Mic,,447241
Satu Mare,Petreşti,,447240
Satu Mare,Pir,,447245
Satu Mare,Piru Nou,,447246
Satu Mare,Sărvăzel,,447247
Satu Mare,Pişcolt,,447250
Satu Mare,Resighea,,447251
Satu Mare,Scărişoara Nouă,,447252
Satu Mare,Aciua,,447256
Satu Mare,Bicău,,447257
Satu Mare,Borleşti,,447258
Satu Mare,Pomi,,447255
Satu Mare,Cidreag,,447147
Satu Mare,Porumbeşti,,447152
Satu Mare,Racşa,,447224
Satu Mare,Racşa-VII,,447226
Satu Mare,Chegea,,447276
Satu Mare,Săcăşeni,,447275
Satu Mare,Horea,,447263
Satu Mare,Marna Nouă,,447264
Satu Mare,Sanislău,,447260
Satu Mare,Chereuşa,,447271
Satu Mare,Santău,,447270
Satu Mare,Sudurău,,447272
Satu Mare,Sătmărel,,440001
Satu Mare,Satu Mare,Pasaj Dacia,440004
Satu Mare,Satu Mare,Stradă Horea,440004
Satu Mare,Satu Mare,Stradă Libertatii,440004
Satu Mare,Satu Mare,Stradă Coposu Corneliu,440005
Satu Mare,Satu Mare,Stradă Ham Janos,440005
Satu Mare,Satu Mare,Stradă Pastravului,440005
Satu Mare,Satu Mare,Stradă Petâfi Sândor,440005
Satu Mare,Satu Mare,Piata 25 Octombrie,440006
Satu Mare,Satu Mare,Stradă Cetatii,440006
Satu Mare,Satu Mare,Stradă Decebal,440006
Satu Mare,Satu Mare,Bulevard Transilvania,440007
Satu Mare,Satu Mare,Bulevard Bratianu Ion Constantin,440010
Satu Mare,Satu Mare,Stradă 1 Decembrie 1918,440010
Satu Mare,Satu Mare,Stradă Horea,440010
Satu Mare,Satu Mare,Stradă Lovinescu Eugen,440010
Satu Mare,Satu Mare,Stradă Negruzzi Constantin,440010
Satu Mare,Satu Mare,Bulevard Lucaciu Vasile,440011
Satu Mare,Satu Mare,Stradă Alexandru Ioan Cuza,440011
Satu Mare,Satu Mare,Stradă Lazar Gheorghe,440011
Satu Mare,Satu Mare,Piata Romana,440012
Satu Mare,Satu Mare,Stradă Mircea cel Batran,440012
Satu Mare,Satu Mare,Stradă Popp Aurel,440012
Satu Mare,Satu Mare,Stradă Sincai Gheorghe,440012
Satu Mare,Satu Mare,Bulevard Transilvania,440013
Satu Mare,Satu Mare,Stradă Micu Klein,440013
Satu Mare,Satu Mare,Piata Libertatii,440014
Satu Mare,Satu Mare,Stradă Budai Deleanu Ion,440014
Satu Mare,Satu Mare,Stradă Eminescu Mihai,440014
Satu Mare,Satu Mare,Stradă Diana,440017
Satu Mare,Satu Mare,Stradă Hasdeu Petriceicu Bogdan,440017
Satu Mare,Satu Mare,Stradă Turturelelor,440017
Satu Mare,Satu Mare,Stradă Bujorului,440018
Satu Mare,Satu Mare,Stradă Iancu Jianu,440019
Satu Mare,Satu Mare,Stradă Lazar Gavril de Purcaret,440019
Satu Mare,Satu Mare,Stradă Zutphen,440019
Satu Mare,Satu Mare,Stradă Clujului,440020
Satu Mare,Satu Mare,Stradă Dragos Voda,440020
Satu Mare,Satu Mare,Stradă Ipatescu Ana,440020
Satu Mare,Satu Mare,Stradă Moise Sora Novac,440020
Satu Mare,Satu Mare,Stradă Brancusi Constantin,440021
Satu Mare,Satu Mare,"Stradă Popescu Victor, general",440021
Satu Mare,Satu Mare,Stradă Kogalniceanu Mihail,440024
Satu Mare,Satu Mare,Stradă Retezatului,440024
Satu Mare,Satu Mare,Stradă Bujorului,440025
Satu Mare,Satu Mare,Stradă Martirilor Deportati,440025
Satu Mare,Satu Mare,Piata 25 Octombrie,440026
Satu Mare,Satu Mare,Stradă Constantin Brancoveanu,440026
Satu Mare,Satu Mare,Stradă Petâfi Sândor,440026
Satu Mare,Satu Mare,Bulevard Transilvania,440027
Satu Mare,Satu Mare,Stradă Bran Petru,440027
Satu Mare,Satu Mare,Stradă Ham Janos,440027
Satu Mare,Satu Mare,Stradă Pastravului,440027
Satu Mare,Satu Mare,Bulevard Bratianu Ion Constantin,440030
Satu Mare,Satu Mare,Stradă Doja Gheorghe,440030
Satu Mare,Satu Mare,Stradă Mihai Viteazu,440030
Satu Mare,Satu Mare,Bulevard Lucaciu Vasile,440031
Satu Mare,Satu Mare,Stradă Lovinescu Eugen,440031
Satu Mare,Satu Mare,Stradă Parangului,440031
Satu Mare,Satu Mare,Bulevard Transilvania,440032
Satu Mare,Satu Mare,Piata Romana,440032
Satu Mare,Satu Mare,Stradă Fantanii,440032
Satu Mare,Satu Mare,Stradă Florilor,440033
Satu Mare,Satu Mare,Stradă Oltului,440033
Satu Mare,Satu Mare,Stradă Vuia Traian,440033
Satu Mare,Satu Mare,Bulevard Coanda Henri,440034
